year,abbrev,opioid_cat,nhb_modeled,nhw_modeled
2007,MD,Heroin,2.74,2.25
2007,MD,Synthetic opioids,0.3,0.8300000000000001
2007,MI,All opioids,5.159999999999999,6.3
2007,MI,Natural and semi-synthetic opioids,1.42,2
2007,MI,Heroin,2.62,1.57
2007,MI,Synthetic opioids,1.06,1.24
2007,MN,All opioids,6.98,3.57
2007,MN,Natural and semi-synthetic opioids,2.4499999999999997,1.59
2007,MN,Heroin,0.5700000000000001,0.13
2007,MN,Synthetic opioids,0.8600000000000001,0.45
2007,MO,All opioids,5.76,7.74
2007,MO,Natural and semi-synthetic opioids,1.56,3.3899999999999997
2007,MO,Heroin,3.86,1.47
2007,MO,Synthetic opioids,2.09,1.22
2007,MS,All opioids,0.27,4.14
2007,MS,Natural and semi-synthetic opioids,0.21000000000000002,1.9
2007,MS,Heroin,0.11,0.05
2007,MS,Synthetic opioids,0.15000000000000002,1.02
2007,NC,All opioids,1.6800000000000002,11.709999999999999
2007,NC,Natural and semi-synthetic opioids,0.65,4.75
2007,NC,Heroin,0.26,0.8700000000000001
2007,NC,Synthetic opioids,0.3,1.62
2007,NJ,All opioids,4.33,4.96
2007,NJ,Natural and semi-synthetic opioids,1.34,2.15
2007,NJ,Heroin,2.16,1.81
2007,NJ,Synthetic opioids,0.26,0.46
2007,NV,All opioids,11.11,21.759999999999998
2007,NV,Natural and semi-synthetic opioids,5.96,11.09
2007,NV,Heroin,1.54,1.8800000000000001
2007,NV,Synthetic opioids,0.73,1.6500000000000001
2007,NY,All opioids,3.66,5.44
2007,NY,Natural and semi-synthetic opioids,1.04,3.08
2007,NY,Heroin,0.56,0.89
2007,NY,Synthetic opioids,0.24000000000000002,0.76
2007,OH,All opioids,4.09,6.659999999999999
2007,OH,Natural and semi-synthetic opioids,1.7,2.68
2007,OH,Heroin,1.59,1.6700000000000002
2007,OH,Synthetic opioids,0.59,1.01
2007,OK,All opioids,3.79,13.82
2007,OK,Natural and semi-synthetic opioids,2.58,8.06
2007,OK,Heroin,0.38,0.19
2007,OK,Synthetic opioids,0.64,2.4899999999999998
2007,PA,All opioids,2.59,4.87
2007,PA,Natural and semi-synthetic opioids,0.93,1.86
2007,PA,Heroin,0.48000000000000004,0.88
2007,PA,Synthetic opioids,0.39,0.8400000000000001
2007,SC,All opioids,1.07,5.53
2007,SC,Natural and semi-synthetic opioids,0.6699999999999999,3.03
2007,SC,Heroin,0.14,0.25
2007,SC,Synthetic opioids,0.23,1.1400000000000001
2007,TN,All opioids,1.6400000000000001,9.68
2007,TN,Natural and semi-synthetic opioids,1.02,5.22
2007,TN,Heroin,0.16,0.18
2007,TN,Synthetic opioids,0.31,1.55
2007,TX,All opioids,2.21,6.2700000000000005
2007,TX,Natural and semi-synthetic opioids,1.12,3.54
2007,TX,Heroin,0.7,1.1800000000000002
2007,TX,Synthetic opioids,0.22,0.76
2007,WA,All opioids,11.94,11.25
2007,WA,Natural and semi-synthetic opioids,4.1899999999999995,4.78
2007,WA,Heroin,1.3900000000000001,0.97
2007,WA,Synthetic opioids,0.5700000000000001,0.8300000000000001
2007,WI,All opioids,9.58,6.1
2007,WI,Natural and semi-synthetic opioids,5.28,3.21
2007,WI,Heroin,2.73,0.97
2007,WI,Synthetic opioids,1.1500000000000001,0.92
2008,AL,All opioids,0.64,5.07
2008,AL,Natural and semi-synthetic opioids,0.4,2.11
2008,AL,Heroin,0.09,0.15000000000000002
2008,AL,Synthetic opioids,0.11,0.53
2008,AR,All opioids,1.3900000000000001,7.2700000000000005
2008,AR,Natural and semi-synthetic opioids,0.88,4.79
2008,AR,Heroin,0.25,0.06
2008,AR,Synthetic opioids,0.46,2.18
2008,AZ,All opioids,5.859999999999999,11.09
2008,AZ,Natural and semi-synthetic opioids,2.9499999999999997,5.7
2008,AZ,Heroin,1.37,1.46
2008,AZ,Synthetic opioids,0.5700000000000001,1.1800000000000002
2008,CA,All opioids,4.51,6.83
2008,CA,Natural and semi-synthetic opioids,2.6,3.8099999999999996
2008,CA,Heroin,0.9400000000000001,1.1
2008,CA,Synthetic opioids,0.26,0.69
2008,CO,All opioids,6.7,7.73
2008,CO,Natural and semi-synthetic opioids,2.86,3.8499999999999996
2008,CO,Heroin,1.21,1.21
2008,CO,Synthetic opioids,0.9400000000000001,1
2008,CT,All opioids,3,7.159999999999999
2008,CT,Natural and semi-synthetic opioids,0.45,1.12
2008,CT,Heroin,1.73,3.24
2008,CT,Synthetic opioids,0.41000000000000003,0.48000000000000004
2008,DC,All opioids,10.209999999999999,6.109999999999999
2008,DC,Natural and semi-synthetic opioids,3.02,1.6400000000000001
2008,DC,Heroin,2.4499999999999997,0.8300000000000001
2008,DC,Synthetic opioids,0.29000000000000004,0.8500000000000001
2008,DE,All opioids,4.28,9.65
2008,DE,Natural and semi-synthetic opioids,1.34,4.87
2008,DE,Heroin,0.63,1.62
2008,DE,Synthetic opioids,1.11,1.59
2008,FL,All opioids,1.61,13.01
2008,FL,Natural and semi-synthetic opioids,0.91,7.6899999999999995
2008,FL,Heroin,0.2,0.55
2008,FL,Synthetic opioids,0.16,1.23
2008,GA,All opioids,1.3800000000000001,6.53
2008,GA,Natural and semi-synthetic opioids,0.6599999999999999,3.21
2008,GA,Heroin,0.13,0.21000000000000002
2008,GA,Synthetic opioids,0.16,1.1300000000000001
2008,IL,All opioids,9.34,6.9
2008,IL,Natural and semi-synthetic opioids,0.51,1.6800000000000002
2008,IL,Heroin,0.44,0.9400000000000001
2008,IL,Synthetic opioids,0.44,1.22
2008,IN,All opioids,2.4299999999999997,5.22
2008,IN,Natural and semi-synthetic opioids,0.8600000000000001,1.84
2008,IN,Heroin,1.04,0.53
2008,IN,Synthetic opioids,0.39,0.98
2008,KS,All opioids,2.96,5.14
2008,KS,Natural and semi-synthetic opioids,1.58,2.4299999999999997
2008,KS,Heroin,0.8300000000000001,0.21000000000000002
2008,KS,Synthetic opioids,0.8600000000000001,0.9500000000000001
2008,KY,All opioids,2.15,10.6
2008,KY,Natural and semi-synthetic opioids,1.3,6.38
2008,KY,Heroin,0.24000000000000002,0.21000000000000002
2008,KY,Synthetic opioids,0.32999999999999996,1.24
2008,LA,All opioids,1.07,5.2700000000000005
2008,LA,Natural and semi-synthetic opioids,0.41000000000000003,1.99
2008,LA,Heroin,0.11,0.29000000000000004
2008,LA,Synthetic opioids,0.14,0.46
2008,MA,All opioids,6.53,10.450000000000001
2008,MA,Natural and semi-synthetic opioids,1.1900000000000002,2.57
2008,MA,Heroin,0.81,0.9500000000000001
2008,MA,Synthetic opioids,0.65,1.12
2008,MD,All opioids,8.239999999999998,12.57
2008,MD,Natural and semi-synthetic opioids,1.74,4.6
2008,MD,Heroin,2.32,2.42
2008,MD,Synthetic opioids,0.33999999999999997,0.97
2008,MI,All opioids,5.5,6.7
2008,MI,Natural and semi-synthetic opioids,1.59,2.13
2008,MI,Heroin,2.7600000000000002,1.8800000000000001
2008,MI,Synthetic opioids,1.06,1.1600000000000001
2008,MN,All opioids,7.53,4.1499999999999995
2008,MN,Natural and semi-synthetic opioids,2.54,1.8800000000000001
2008,MN,Heroin,0.52,0.2
2008,MN,Synthetic opioids,0.8300000000000001,0.51
2008,MO,All opioids,6.41,8.81
2008,MO,Natural and semi-synthetic opioids,1.72,3.69
2008,MO,Heroin,4.42,1.96
2008,MO,Synthetic opioids,1.42,1.33
2008,MS,All opioids,0.32,4.44
2008,MS,Natural and semi-synthetic opioids,0.24000000000000002,2.3899999999999997
2008,MS,Heroin,0.11,0.05
2008,MS,Synthetic opioids,0.16,1.99
2008,NC,All opioids,1.74,11.84
2008,NC,Natural and semi-synthetic opioids,0.72,5.6
2008,NC,Heroin,0.32,0.91
2008,NC,Synthetic opioids,0.31,1.74
2008,NJ,All opioids,3.3,4.98
2008,NJ,Natural and semi-synthetic opioids,1.3900000000000001,2.3699999999999997
2008,NJ,Heroin,1.91,1.72
2008,NJ,Synthetic opioids,0.27,0.48000000000000004
2008,NV,All opioids,11.139999999999999,23.71
2008,NV,Natural and semi-synthetic opioids,6.75,12.26
2008,NV,Heroin,1.44,1.8
2008,NV,Synthetic opioids,0.6799999999999999,1.6900000000000002
2008,NY,All opioids,3.62,6.18
2008,NY,Natural and semi-synthetic opioids,1.12,3.27
2008,NY,Heroin,0.69,1.1500000000000001
2008,NY,Synthetic opioids,0.26,0.99
2008,OH,All opioids,4.24,7.72
2008,OH,Natural and semi-synthetic opioids,1.86,3.05
2008,OH,Heroin,1.61,1.96
2008,OH,Synthetic opioids,0.6599999999999999,1.1500000000000001
2008,OK,All opioids,4.01,16.110000000000003
2008,OK,Natural and semi-synthetic opioids,2.8899999999999997,9.55
2008,OK,Heroin,0.37,0.24000000000000002
2008,OK,Synthetic opioids,0.6699999999999999,2.96
2008,PA,All opioids,2.63,5.3
2008,PA,Natural and semi-synthetic opioids,1.05,2.07
2008,PA,Heroin,0.6,1.1400000000000001
2008,PA,Synthetic opioids,0.43000000000000005,0.8500000000000001
2008,SC,All opioids,1.1300000000000001,6.29
2008,SC,Natural and semi-synthetic opioids,0.74,3.4099999999999997
2008,SC,Heroin,0.15000000000000002,0.28
2008,SC,Synthetic opioids,0.25,1.25
2008,TN,All opioids,1.96,10.5
2008,TN,Natural and semi-synthetic opioids,1.1800000000000002,5.930000000000001
2008,TN,Heroin,0.19,0.2
2008,TN,Synthetic opioids,0.32999999999999996,1.52
2008,TX,All opioids,2.2800000000000002,6.37
2008,TX,Natural and semi-synthetic opioids,1.1300000000000001,3.46
2008,TX,Heroin,0.71,1.27
2008,TX,Synthetic opioids,0.23,0.8200000000000001
2008,WA,All opioids,10.84,11.18
2008,WA,Natural and semi-synthetic opioids,4,4.84
2008,WA,Heroin,1.36,0.97
2008,WA,Synthetic opioids,0.52,0.8700000000000001
2008,WI,All opioids,10.56,6.6899999999999995
2008,WI,Natural and semi-synthetic opioids,6.109999999999999,3.3699999999999997
2008,WI,Heroin,3.17,1.22
2008,WI,Synthetic opioids,1.2,1.01
2009,AL,All opioids,0.69,6.119999999999999
2009,AL,Natural and semi-synthetic opioids,0.45,2.56
2009,AL,Heroin,0.09,0.19
2009,AL,Synthetic opioids,0.11,0.5700000000000001
2009,AR,All opioids,1.49,7.37
2009,AR,Natural and semi-synthetic opioids,0.9500000000000001,5.55
2009,AR,Heroin,0.25,0.06
2009,AR,Synthetic opioids,0.45,2.64
2009,AZ,All opioids,5.96,12.06
2009,AZ,Natural and semi-synthetic opioids,3.07,6.46
2009,AZ,Heroin,1.51,1.7
2009,AZ,Synthetic opioids,0.54,1.31
2009,CA,All opioids,4.619999999999999,7.109999999999999
2009,CA,Natural and semi-synthetic opioids,2.58,3.9099999999999997
2009,CA,Heroin,0.88,1.23
2009,CA,Synthetic opioids,0.29000000000000004,0.73
2009,CO,All opioids,6.74,8.01
2009,CO,Natural and semi-synthetic opioids,2.98,3.9299999999999997
2009,CO,Heroin,1.25,1.4
2009,CO,Synthetic opioids,0.99,1.08
2009,CT,All opioids,2.8299999999999996,7.59
2009,CT,Natural and semi-synthetic opioids,0.46,1.21
2009,CT,Heroin,1.6,3.3
2009,CT,Synthetic opioids,0.41000000000000003,0.52
2009,DC,All opioids,10.06,6.359999999999999
2009,DC,Natural and semi-synthetic opioids,3.2800000000000002,1.71
2009,DC,Heroin,3.22,1.12
2009,DC,Synthetic opioids,0.28,0.8700000000000001
2009,DE,All opioids,4.46,12.33
2009,DE,Natural and semi-synthetic opioids,1.49,5.9
2009,DE,Heroin,0.54,2.11
2009,DE,Synthetic opioids,1.21,1.73
2009,FL,All opioids,1.6600000000000001,13.98
2009,FL,Natural and semi-synthetic opioids,0.97,8.83
2009,FL,Heroin,0.17,0.45
2009,FL,Synthetic opioids,0.16,1.26
2009,GA,All opioids,1.52,7.14
2009,GA,Natural and semi-synthetic opioids,0.73,3.75
2009,GA,Heroin,0.17,0.27
2009,GA,Synthetic opioids,0.17,1.33
2009,IL,All opioids,9.26,7.609999999999999
2009,IL,Natural and semi-synthetic opioids,0.56,1.98
2009,IL,Heroin,0.43000000000000005,1.12
2009,IL,Synthetic opioids,0.1,1.1
2009,IN,All opioids,2.9499999999999997,5.44
2009,IN,Natural and semi-synthetic opioids,0.9500000000000001,2.3099999999999996
2009,IN,Heroin,1.22,0.72
2009,IN,Synthetic opioids,0.43000000000000005,0.9400000000000001
2009,KS,All opioids,3.07,5.25
2009,KS,Natural and semi-synthetic opioids,1.6500000000000001,2.53
2009,KS,Heroin,0.8600000000000001,0.25
2009,KS,Synthetic opioids,0.88,1.02
2009,KY,All opioids,2.66,11.78
2009,KY,Natural and semi-synthetic opioids,1.5,7.72
2009,KY,Heroin,0.22,0.41000000000000003
2009,KY,Synthetic opioids,0.32999999999999996,1.41
2009,LA,All opioids,1.25,4.57
2009,LA,Natural and semi-synthetic opioids,0.44,2.14
2009,LA,Heroin,0.12000000000000001,0.36
2009,LA,Synthetic opioids,0.15000000000000002,0.51
2009,MA,All opioids,6.45,10.88
2009,MA,Natural and semi-synthetic opioids,1.25,2.7
2009,MA,Heroin,0.9400000000000001,1.35
2009,MA,Synthetic opioids,0.6699999999999999,1.08
2009,MD,All opioids,7.63,13.26
2009,MD,Natural and semi-synthetic opioids,1.8800000000000001,4.99
2009,MD,Heroin,1.97,2.61
2009,MD,Synthetic opioids,0.38,1.1300000000000001
2009,MI,All opioids,5.87,7.13
2009,MI,Natural and semi-synthetic opioids,1.78,2.27
2009,MI,Heroin,2.9099999999999997,2.25
2009,MI,Synthetic opioids,1.07,1.07
2009,MN,All opioids,8.12,4.819999999999999
2009,MN,Natural and semi-synthetic opioids,2.62,1.92
2009,MN,Heroin,0.47000000000000003,0.3
2009,MN,Synthetic opioids,0.81,0.5700000000000001
2009,MO,All opioids,7.14,10.04
2009,MO,Natural and semi-synthetic opioids,1.9,4.02
2009,MO,Heroin,5.05,2.61
2009,MO,Synthetic opioids,0.97,1.45
2009,MS,All opioids,0.38,4.76
2009,MS,Natural and semi-synthetic opioids,0.28,2.54
2009,MS,Heroin,0.11,0.05
2009,MS,Synthetic opioids,0.18,1.6800000000000002
2009,NC,All opioids,1.81,11.97
2009,NC,Natural and semi-synthetic opioids,0.7899999999999999,6.59
2009,NC,Heroin,0.4,0.96
2009,NC,Synthetic opioids,0.32,1.87
2009,NJ,All opioids,2.52,5
2009,NJ,Natural and semi-synthetic opioids,1.43,2.6
2009,NJ,Heroin,1.7,1.6400000000000001
2009,NJ,Synthetic opioids,0.28,0.5
2009,NV,All opioids,11.17,25.830000000000002
2009,NV,Natural and semi-synthetic opioids,7.64,13.56
2009,NV,Heroin,1.35,1.73
2009,NV,Synthetic opioids,0.64,1.73
2009,NY,All opioids,3.58,7.01
2009,NY,Natural and semi-synthetic opioids,1.21,3.4699999999999998
2009,NY,Heroin,0.8600000000000001,1.48
2009,NY,Synthetic opioids,0.28,1.28
2009,OH,All opioids,4.4,8.950000000000001
2009,OH,Natural and semi-synthetic opioids,2.03,3.46
2009,OH,Heroin,1.6300000000000001,2.29
2009,OH,Synthetic opioids,0.74,1.32
2009,OK,All opioids,4.25,18.79
2009,OK,Natural and semi-synthetic opioids,3.23,11.31
2009,OK,Heroin,0.36,0.31
2009,OK,Synthetic opioids,0.7,3.52
2009,PA,All opioids,2.67,5.76
2009,PA,Natural and semi-synthetic opioids,1.1800000000000002,2.3099999999999996
2009,PA,Heroin,0.75,1.46
2009,PA,Synthetic opioids,0.46,0.8500000000000001
2009,SC,All opioids,1.2,7.1499999999999995
2009,SC,Natural and semi-synthetic opioids,0.81,3.8499999999999996
2009,SC,Heroin,0.15000000000000002,0.31
2009,SC,Synthetic opioids,0.27,1.37
2009,TN,All opioids,2.3499999999999996,11.39
2009,TN,Natural and semi-synthetic opioids,1.37,6.75
2009,TN,Heroin,0.22,0.21000000000000002
2009,TN,Synthetic opioids,0.35,1.49
2009,TX,All opioids,2.3499999999999996,6.48
2009,TX,Natural and semi-synthetic opioids,1.1500000000000001,3.38
2009,TX,Heroin,0.71,1.36
2009,TX,Synthetic opioids,0.24000000000000002,0.8700000000000001
2009,WA,All opioids,9.83,11.12
2009,WA,Natural and semi-synthetic opioids,3.82,4.9
2009,WA,Heroin,1.32,1.25
2009,WA,Synthetic opioids,0.48000000000000004,0.92
2009,WI,All opioids,11.639999999999999,7.34
2009,WI,Natural and semi-synthetic opioids,7.08,3.55
2009,WI,Heroin,3.68,1.54
2009,WI,Synthetic opioids,1.25,1.11
2010,AL,All opioids,0.74,5.659999999999999
2010,AL,Natural and semi-synthetic opioids,0.51,2.3099999999999996
2010,AL,Heroin,0.1,0.23
2010,AL,Synthetic opioids,0.11,0.62
2010,AR,All opioids,1.6,7.470000000000001
2010,AR,Natural and semi-synthetic opioids,1.02,5.470000000000001
2010,AR,Heroin,0.25,0.06
2010,AR,Synthetic opioids,0.44,1.97
2010,AZ,All opioids,6.06,13.12
2010,AZ,Natural and semi-synthetic opioids,3.21,6.37
2010,AZ,Heroin,1.6600000000000001,1.97
2010,AZ,Synthetic opioids,0.51,1.04
2010,CA,All opioids,4.72,7.4
2010,CA,Natural and semi-synthetic opioids,2.56,4
2010,CA,Heroin,0.8200000000000001,1.3800000000000001
2010,CA,Synthetic opioids,0.32,0.76
2010,CO,All opioids,6.79,8.31
2010,CO,Natural and semi-synthetic opioids,3.1,4.01
2010,CO,Heroin,1.29,1.6300000000000001
2010,CO,Synthetic opioids,1.05,1.1600000000000001
2010,CT,All opioids,2.67,8.04
2010,CT,Natural and semi-synthetic opioids,0.6,1.32
2010,CT,Heroin,1.48,3.3699999999999997
2010,CT,Synthetic opioids,0.42000000000000004,0.5700000000000001
2010,DC,All opioids,9.9,6.63
2010,DC,Natural and semi-synthetic opioids,3.56,1.78
2010,DC,Heroin,4.22,1.51
2010,DC,Synthetic opioids,0.27,0.89
2010,DE,All opioids,4.659999999999999,15.75
2010,DE,Natural and semi-synthetic opioids,1.6600000000000001,7.1499999999999995
2010,DE,Heroin,0.74,2.74
2010,DE,Synthetic opioids,1.31,1.8900000000000001
2010,FL,All opioids,1.71,15.02
2010,FL,Natural and semi-synthetic opioids,1.03,10.129999999999999
2010,FL,Heroin,0.15000000000000002,0.37
2010,FL,Synthetic opioids,0.16,1.28
2010,GA,All opioids,1.6800000000000002,7.81
2010,GA,Natural and semi-synthetic opioids,0.8,4.37
2010,GA,Heroin,0.21000000000000002,0.35
2010,GA,Synthetic opioids,0.18,1.56
2010,IL,All opioids,9.19,8.39
2010,IL,Natural and semi-synthetic opioids,0.61,1.87
2010,IL,Heroin,0.43000000000000005,1.57
2010,IL,Synthetic opioids,0.19,1
2010,IN,All opioids,3.59,5.659999999999999
2010,IN,Natural and semi-synthetic opioids,1.04,2.9
2010,IN,Heroin,1.44,0.98
2010,IN,Synthetic opioids,0.47000000000000003,0.91
2010,KS,All opioids,3.18,5.37
2010,KS,Natural and semi-synthetic opioids,1.71,2.63
2010,KS,Heroin,0.9,0.3
2010,KS,Synthetic opioids,0.9,1.09
2010,KY,All opioids,3.29,13.08
2010,KY,Natural and semi-synthetic opioids,1.74,9.34
2010,KY,Heroin,0.46,0.7899999999999999
2010,KY,Synthetic opioids,0.32999999999999996,1.61
2010,LA,All opioids,1.45,3.9699999999999998
2010,LA,Natural and semi-synthetic opioids,0.48000000000000004,2.3099999999999996
2010,LA,Heroin,0.12000000000000001,0.44
2010,LA,Synthetic opioids,0.16,0.5700000000000001
2010,MA,All opioids,6.38,11.32
2010,MA,Natural and semi-synthetic opioids,1.31,2.8499999999999996
2010,MA,Heroin,1.1,1.92
2010,MA,Synthetic opioids,0.6799999999999999,1.04
2010,MD,All opioids,7.06,13.98
2010,MD,Natural and semi-synthetic opioids,2.04,5.41
2010,MD,Heroin,1.6800000000000002,2.8099999999999996
2010,MD,Synthetic opioids,0.43000000000000005,1.32
2010,MI,All opioids,6.2700000000000005,7.58
2010,MI,Natural and semi-synthetic opioids,1.98,2.42
2010,MI,Heroin,3.07,2.7
2010,MI,Synthetic opioids,1.08,1
2010,MN,All opioids,8.77,5.01
2010,MN,Natural and semi-synthetic opioids,2.72,1.96
2010,MN,Heroin,0.43000000000000005,0.45
2010,MN,Synthetic opioids,0.7899999999999999,0.64
2010,MO,All opioids,7.95,11.44
2010,MO,Natural and semi-synthetic opioids,2.1,4.38
2010,MO,Heroin,5.7700000000000005,3.4699999999999998
2010,MO,Synthetic opioids,0.6599999999999999,1.59
2010,MS,All opioids,0.44,5.1
2010,MS,Natural and semi-synthetic opioids,0.32,2.71
2010,MS,Heroin,0.11,0.08
2010,MS,Synthetic opioids,0.2,1.42
2010,NC,All opioids,1.87,12.1
2010,NC,Natural and semi-synthetic opioids,0.88,6.359999999999999
2010,NC,Heroin,0.5,1.01
2010,NC,Synthetic opioids,0.32999999999999996,2
2010,NJ,All opioids,3.12,5.02
2010,NJ,Natural and semi-synthetic opioids,1.48,2.86
2010,NJ,Heroin,1.5,2.18
2010,NJ,Synthetic opioids,0.29000000000000004,0.52
2010,NV,All opioids,11.2,25.1
2010,NV,Natural and semi-synthetic opioids,8.65,15
2010,NV,Heroin,1.26,2.01
2010,NV,Synthetic opioids,0.6,1.78
2010,NY,All opioids,3.55,7.96
2010,NY,Natural and semi-synthetic opioids,1.3,3.69
2010,NY,Heroin,1.07,1.92
2010,NY,Synthetic opioids,0.3,1.25
2010,OH,All opioids,4.56,10.39
2010,OH,Natural and semi-synthetic opioids,2.21,3.9299999999999997
2010,OH,Heroin,2.16,3.38
2010,OH,Synthetic opioids,0.8300000000000001,1.5
2010,OK,All opioids,4.49,17.650000000000002
2010,OK,Natural and semi-synthetic opioids,3.61,11.239999999999998
2010,OK,Heroin,0.35,0.38
2010,OK,Synthetic opioids,0.74,3.34
2010,PA,All opioids,2.71,6.2700000000000005
2010,PA,Natural and semi-synthetic opioids,1.34,2.58
2010,PA,Heroin,0.93,1.8900000000000001
2010,PA,Synthetic opioids,0.5,0.8500000000000001
2010,SC,All opioids,1.28,8.129999999999999
2010,SC,Natural and semi-synthetic opioids,0.89,4.33
2010,SC,Heroin,0.16,0.35
2010,SC,Synthetic opioids,0.3,1.5
2010,TN,All opioids,2.8299999999999996,12.360000000000001
2010,TN,Natural and semi-synthetic opioids,1.59,7.67
2010,TN,Heroin,0.25,0.23
2010,TN,Synthetic opioids,0.37,1.45
2010,TX,All opioids,2.4299999999999997,6.58
2010,TX,Natural and semi-synthetic opioids,1.1600000000000001,3.3
2010,TX,Heroin,0.72,1.46
2010,TX,Synthetic opioids,0.26,0.93
2010,WA,All opioids,8.92,11.06
2010,WA,Natural and semi-synthetic opioids,3.65,4.96
2010,WA,Heroin,1.29,1.6300000000000001
2010,WA,Synthetic opioids,0.44,0.96
2010,WI,All opioids,12.83,8.05
2010,WI,Natural and semi-synthetic opioids,7.33,3.73
2010,WI,Heroin,4.28,1.93
2010,WI,Synthetic opioids,1.3,1.21
2011,AL,All opioids,0.8,5.23
2011,AL,Natural and semi-synthetic opioids,0.5700000000000001,2.09
2011,AL,Heroin,0.17,0.44
2011,AL,Synthetic opioids,0.11,0.6799999999999999
2011,AR,All opioids,1.72,7.57
2011,AR,Natural and semi-synthetic opioids,1.1,5.4
2011,AR,Heroin,0.25,0.07
2011,AR,Synthetic opioids,0.43000000000000005,1.47
2011,AZ,All opioids,6.17,11.99
2011,AZ,Natural and semi-synthetic opioids,3.3499999999999996,6.29
2011,AZ,Heroin,1.83,2.29
2011,AZ,Synthetic opioids,0.48000000000000004,0.8200000000000001
2011,CA,All opioids,4.83,7.7
2011,CA,Natural and semi-synthetic opioids,2.54,4.1
2011,CA,Heroin,0.77,1.55
2011,CA,Synthetic opioids,0.36,0.8
2011,CO,All opioids,6.84,8.62
2011,CO,Natural and semi-synthetic opioids,3.23,4.1
2011,CO,Heroin,1.33,1.8900000000000001
2011,CO,Synthetic opioids,1.11,1.24
2011,CT,All opioids,2.52,8.53
2011,CT,Natural and semi-synthetic opioids,0.77,1.43
2011,CT,Heroin,1.86,3.44
2011,CT,Synthetic opioids,0.42000000000000004,0.61
2011,DC,All opioids,9.75,6.91
2011,DC,Natural and semi-synthetic opioids,3.8699999999999997,1.86
2011,DC,Heroin,5.54,2.03
2011,DC,Synthetic opioids,0.26,0.92
2011,DE,All opioids,4.859999999999999,16.459999999999997
2011,DE,Natural and semi-synthetic opioids,1.86,8.67
2011,DE,Heroin,1.02,3.56
2011,DE,Synthetic opioids,1.43,2.06
2011,FL,All opioids,1.76,13.27
2011,FL,Natural and semi-synthetic opioids,1.1,8.67
2011,FL,Heroin,0.13,0.31
2011,FL,Synthetic opioids,0.16,1.31
2011,GA,All opioids,1.85,8.54
2011,GA,Natural and semi-synthetic opioids,0.88,5.1
2011,GA,Heroin,0.27,0.45
2011,GA,Synthetic opioids,0.2,1.84
2011,IL,All opioids,9.11,9.25
2011,IL,Natural and semi-synthetic opioids,0.6699999999999999,1.77
2011,IL,Heroin,1.06,2.2
2011,IL,Synthetic opioids,0.36,0.91
2011,IN,All opioids,4.359999999999999,5.9
2011,IN,Natural and semi-synthetic opioids,1.1500000000000001,2.56
2011,IN,Heroin,1.7,1.33
2011,IN,Synthetic opioids,0.52,0.8700000000000001
2011,KS,All opioids,3.3,5.49
2011,KS,Natural and semi-synthetic opioids,1.78,2.73
2011,KS,Heroin,0.93,0.36
2011,KS,Synthetic opioids,0.92,1.1700000000000002
2011,KY,All opioids,4.07,14.53
2011,KY,Natural and semi-synthetic opioids,2.02,11.3
2011,KY,Heroin,0.9400000000000001,1.53
2011,KY,Synthetic opioids,0.32999999999999996,1.82
2011,LA,All opioids,1.6900000000000002,4.64
2011,LA,Natural and semi-synthetic opioids,0.53,2.48
2011,LA,Heroin,0.27,0.8500000000000001
2011,LA,Synthetic opioids,0.17,0.64
2011,MA,All opioids,6.3,11.78
2011,MA,Natural and semi-synthetic opioids,1.37,3
2011,MA,Heroin,1.27,2.73
2011,MA,Synthetic opioids,0.7,1
2011,MD,All opioids,6.54,14.75
2011,MD,Natural and semi-synthetic opioids,2.21,5.859999999999999
2011,MD,Heroin,1.42,3.02
2011,MD,Synthetic opioids,0.48000000000000004,1.54
2011,MI,All opioids,6.6899999999999995,8.07
2011,MI,Natural and semi-synthetic opioids,2.21,2.57
2011,MI,Heroin,3.24,3.24
2011,MI,Synthetic opioids,1.09,0.93
2011,MN,All opioids,9.46,5.2
2011,MN,Natural and semi-synthetic opioids,2.8099999999999996,2
2011,MN,Heroin,1,0.6699999999999999
2011,MN,Synthetic opioids,0.77,0.72
2011,MO,All opioids,8.850000000000001,11.209999999999999
2011,MO,Natural and semi-synthetic opioids,2.3099999999999996,4.33
2011,MO,Heroin,6.6,4.619999999999999
2011,MO,Synthetic opioids,0.45,1.73
2011,MS,All opioids,0.52,5.470000000000001
2011,MS,Natural and semi-synthetic opioids,0.37,2.88
2011,MS,Heroin,0.12000000000000001,0.14
2011,MS,Synthetic opioids,0.22,1.1900000000000002
2011,NC,All opioids,1.94,12.229999999999999
2011,NC,Natural and semi-synthetic opioids,0.97,6.1499999999999995
2011,NC,Heroin,0.62,1.42
2011,NC,Synthetic opioids,0.33999999999999997,2.15
2011,NJ,All opioids,3.86,6.45
2011,NJ,Natural and semi-synthetic opioids,1.54,3.14
2011,NJ,Heroin,1.33,2.92
2011,NJ,Synthetic opioids,0.3,0.54
2011,NV,All opioids,11.219999999999999,24.39
2011,NV,Natural and semi-synthetic opioids,8.28,16.58
2011,NV,Heroin,1.1800000000000002,2.3299999999999996
2011,NV,Synthetic opioids,0.56,1.82
2011,NY,All opioids,3.51,9.03
2011,NY,Natural and semi-synthetic opioids,1.41,3.9099999999999997
2011,NY,Heroin,1.33,2.4699999999999998
2011,NY,Synthetic opioids,0.32999999999999996,1.22
2011,OH,All opioids,5.85,12.04
